frame.time_epoch,tcp.analysis.ack_rtt
"1684648772.151194329","0.027519768"
"1684648772.151199539","0.027524718"
"1684648772.154593213",
"1684648772.154603917",
"1684648772.154604446",
"1684648772.154604930",
"1684648772.154605360",
"1684648772.154605747",
"1684648772.154606200",
"1684648772.154606617",
"1684648772.154607045",
"1684648772.154625739",
"1684648772.154629997",
"1684648772.154630574",
"1684648772.154630988",
"1684648772.154631357",
"1684648772.154631713",
"1684648772.157793067",
"1684648772.157794285",
"1684648772.160140602","0.036405410"
"1684648772.160152464","0.036416874"
"1684648772.160158600","0.033266502"
"1684648772.160164878","0.033271274"
"1684648772.164312704",
"1684648772.168061348","0.041166946"
"1684648772.168073144","0.041178287"
"1684648772.168079432","0.041184210"
"1684648772.168083569","0.041187669"
"1684648772.168086790","0.041190163"
"1684648772.169135871","0.042153666"
"1684648772.171517357",
"1684648772.171518450",
"1684648772.171518821",
"1684648772.171524279",
"1684648772.174748834",
"1684648772.174750082",
"1684648772.174750475",
"1684648772.174751101",
"1684648772.174751467",
"1684648772.174753332",
"1684648772.174755569",
"1684648772.174755924",
"1684648772.176151519","0.021558306"
"1684648772.181206964",
"1684648772.191165996","0.036562079"
"1684648772.191175374","0.036570928"
"1684648772.191180138","0.036575208"
"1684648772.191183630","0.036578270"
"1684648772.191187381","0.036581634"
"1684648772.191191244","0.036584627"
"1684648772.191198628","0.036591583"
"1684648772.191204735","0.036578996"
"1684648772.191208411","0.036577837"
"1684648772.194600159",
"1684648772.194612363",
"1684648772.194612798",
"1684648772.194613178",
"1684648772.194613470",
"1684648772.194613774",
"1684648772.194614403",
"1684648772.194614717",
"1684648772.194615026",
"1684648772.194615326",
"1684648772.194615641",
"1684648772.194615941",
"1684648772.200099551","0.045468194"
"1684648772.200109456","0.042316389"
"1684648772.200115631","0.042321346"
"1684648772.200120893","0.035808189"
"1684648772.200127205","0.028609848"
"1684648772.200132721","0.028614271"
"1684648772.200136808","0.028617987"
"1684648772.203575593",
"1684648772.203576884",
"1684648772.203577281",
"1684648772.203577654",
"1684648772.203578004",
"1684648772.203578365",
"1684648772.203581512",
"1684648772.203581942",
"1684648772.203582298",
"1684648772.208063363","0.036539084"
"1684648772.208073271","0.033324437"
"1684648772.208078046","0.033327964"
"1684648772.208081813","0.033331338"
"1684648772.208085584","0.033334483"
"1684648772.208089337","0.033337870"
"1684648772.208092610","0.033339278"
"1684648772.209140156","0.034384587"
"1684648772.209149135","0.034393211"
"1684648772.209155603","0.027948639"
"1684648772.209161245","0.014561086"
"1684648772.211383313",
"1684648772.214695954",
"1684648772.214701286",
"1684648772.214701718",
"1684648772.214702042",
"1684648772.214702760",
"1684648772.214703068",
"1684648772.214703367",
"1684648772.214703633",
"1684648772.214786554",
"1684648772.214788437",
"1684648772.214789842",
"1684648772.216157037","0.021544674"
"1684648772.216165204","0.021552406"
"1684648772.216169829","0.021556651"
"1684648772.216173458","0.021559988"
"1684648772.216177241","0.021563467"
"1684648772.216180929","0.021566526"
"1684648772.217157666","0.022542949"
"1684648772.218002534",
"1684648772.221270853",
"1684648772.221271990",
"1684648772.221272414",
"1684648772.221272791",
"1684648772.221273139",
"1684648772.221275545",
"1684648772.221275973",
"1684648772.231145846","0.036530820"
"1684648772.231155103","0.036539777"
"1684648772.231160352","0.036544711"
"1684648772.231167197","0.036551256"
"1684648772.231175369","0.027599776"
"1684648772.231180395","0.027603511"
"1684648772.231193222","0.027615941"
"1684648772.231197719","0.027620065"
"1684648772.231207558","0.027629554"
"1684648772.231215411","0.027637046"
"1684648772.234519169",
"1684648772.234520501",
"1684648772.234523381",
"1684648772.234523724",
"1684648772.234530370",
"1684648772.234530663",
"1684648772.234530983",
"1684648772.234532473",
"1684648772.234584695",
"1684648772.234585815",
"1684648772.237782914",
"1684648772.239139929","0.035558417"
"1684648772.239158644","0.035576702"
"1684648772.241058065",
"1684648772.244313112",
"1684648772.247189006","0.035805693"
"1684648772.250847862",
"1684648772.250849235",
"1684648772.271176648","0.056475362"
"1684648772.271188936","0.056486894"
"1684648772.271194811","0.056406374"
"1684648772.271207048","0.049935058"
"1684648772.271212003","0.049939212"
"1684648772.271217384","0.036696883"
"1684648772.271222618","0.033439704"
"1684648772.271227963","0.020378728"
"1684648772.273904006",
"1684648772.277070231",
"1684648772.277079541",
"1684648772.277080192",
"1684648772.277080649",
"1684648772.277081024",
"1684648772.277081457",
"1684648772.277081853",
"1684648772.277082241",
"1684648772.277082703",
"1684648772.277083109",
"1684648772.277083520",
"1684648772.277221404",
"1684648772.277222305",
"1684648772.277222812",
"1684648772.277223322",
"1684648772.277223818",
"1684648772.277224313",
"1684648772.277224816",
"1684648772.277225326",
"1684648772.277225869",
"1684648772.277226590",
"1684648772.277227063",
"1684648772.277227561",
"1684648772.277227999",
"1684648772.277228437",
"1684648772.277233890",
"1684648772.277234415",
"1684648772.277234855",
"1684648772.277235306",
"1684648772.277235809",
"1684648772.277236305",
"1684648772.277236772",
"1684648772.277237309",
"1684648772.277370681",
"1684648772.306221130",
"1684648772.306227045",
"1684648772.306227496",
"1684648772.306237200",
"1684648772.306237591",
"1684648772.306238041",
"1684648772.306238464",
"1684648772.306238882",
"1684648772.306239279",
"1684648772.306297590",
"1684648772.311217615","0.034147384"
"1684648772.311230124","0.034149932"
"1684648772.311254179","0.034031874"
"1684648772.311259844","0.034036026"
"1684648772.311265438","0.034037877"
"1684648772.311270813","0.034036923"
"1684648772.311276096","0.033905415"
"1684648772.314593860",
"1684648772.331227485","0.024999989"
"1684648772.331252607","0.025014566"
"1684648772.331258602","0.025020138"
"1684648772.334646591",
"1684648772.334652675",
"1684648772.334653199",
"1684648772.334664734",
"1684648772.334665593",
"1684648772.334666067",
"1684648772.334666551",
"1684648772.334667063",
"1684648772.334667941",
"1684648772.334668476",
"1684648772.334668947",
"1684648772.334669419",
"1684648772.334669887",
"1684648772.334726762",
"1684648772.334727509",
"1684648772.334728021",
"1684648772.334728664",
"1684648772.334729186",
"1684648772.334729676",
"1684648772.334730216",
"1684648772.334730712",
"1684648772.334731295",
"1684648772.334738378",
"1684648772.334738825",
"1684648772.334788812",
"1684648772.337915670",
"1684648772.337917008",
"1684648772.337921731",
"1684648772.337922206",
"1684648772.337922642",
"1684648772.337923081",
"1684648772.337927319",
"1684648772.337927780",
"1684648772.337928203",
"1684648772.337928625",
"1684648772.338007725",
"1684648772.338008299",
"1684648772.338008795",
"1684648772.338009290",
"1684648772.338013897",
"1684648772.338014425",
"1684648772.338014903",
"1684648772.338015373",
"1684648772.338019314",
"1684648772.338019827",
"1684648772.351210881","0.044913291"
"1684648772.351223991","0.016577400"
"1684648772.371218390","0.036565191"
"1684648772.371256040","0.036589489"
"1684648772.374695820",
"1684648772.374697672",
"1684648772.374706374",
"1684648772.374706847",
"1684648772.374711110",
"1684648772.374711654",
"1684648772.374712089",
"1684648772.374712915",
"1684648772.374717964",
"1684648772.374718567",
"1684648772.374719010",
"1684648772.377885785",
"1684648772.391170344","0.056502403"
"1684648772.391194048","0.056467286"
"1684648772.391199891","0.056468596"
"1684648772.391203113","0.053286105"
"1684648772.391206316","0.053283235"
"1684648772.411275503","0.073346878"
"1684648772.411286990","0.073279265"
"1684648772.414628834",
"1684648772.414630724",
"1684648772.414631231",
"1684648772.414636458",
"1684648772.414636922",
"1684648772.414637460",
"1684648772.414637849",
"1684648772.414638278",
"1684648772.414667029",
"1684648772.414668042",
"1684648772.414668564",
"1684648772.414669033",
"1684648772.414669484",
"1684648772.414669965",
"1684648772.414670420",
"1684648772.414670987",
"1684648772.414704307",
"1684648772.414704936",
"1684648772.414705428",
"1684648772.414705868",
"1684648772.414706302",
"1684648772.414710287",
"1684648772.414710830",
"1684648772.414715616",
"1684648772.414781363",
"1684648772.417889498",
"1684648772.417890821",
"1684648772.431174127","0.093154300"
"1684648772.431184798","0.093169425"
"1684648772.431190982","0.056484608"
"1684648772.431210973","0.056498884"
"1684648772.431215787","0.053330002"
"1684648772.451387293","0.036756569"
"1684648772.451434821","0.036796543"
"1684648772.451452258","0.036784216"
"1684648772.452610866",
"1684648772.452612803",
"1684648772.452613314",
"1684648772.452613895",
"1684648772.452614371",
"1684648772.452614854",
"1684648772.452615326",
"1684648772.452615758",
"1684648772.452697867",
"1684648772.452699061",
"1684648772.452704339",
"1684648772.452704915",
"1684648772.452705448",
"1684648772.455857636",
"1684648772.455859193",
"1684648772.455864165",
"1684648772.455864606",
"1684648772.455865057",
"1684648772.455865504",
"1684648772.455865946",
"1684648772.455866386",
"1684648772.455931263",
"1684648772.455931863",
"1684648772.455932355",
"1684648772.471291446","0.096578531"
"1684648772.531136272","0.116467239"
"1684648772.531148801","0.116478836"
"1684648772.531155631","0.116484644"
"1684648772.531164749","0.116459813"
"1684648772.531183583","0.116477715"
"1684648772.531190102","0.116479272"
"1684648772.531197235","0.116415872"
"1684648772.531204062","0.078591259"
"1684648772.531224493","0.113333672"
"1684648772.534530460",
"1684648772.534532173",
"1684648772.534532737",
"1684648772.534533271",
"1684648772.534533821",
"1684648772.534534346",
"1684648772.534538726",
"1684648772.534539227",
"1684648772.534539722",
"1684648772.534605043",
"1684648772.534605678",
"1684648772.537822234",
"1684648772.537823650",
"1684648772.537824190",
"1684648772.537824700",
"1684648772.537825147",
"1684648772.537825640",
"1684648772.537826110",
"1684648772.540122248","0.084189893"
"1684648772.540131625",
"1684648772.544334663","0.004203038"
"1684648772.544345010",
"1684648772.544345739",
"1684648772.544346289",
"1684648772.544363605",
"1684648772.544364257",
"1684648772.544364814",
"1684648772.544365381",
"1684648772.544366087",
"1684648772.544366692",
"1684648772.544367277",
"1684648772.544367807",
"1684648772.544368683",
"1684648772.544369228",
"1684648772.544369766",
"1684648772.544370335",
"1684648772.544370897",
"1684648772.544371442",
"1684648772.544372247",
"1684648772.544372766",
"1684648772.544373324",
"1684648772.544373857",
"1684648772.544440411",
"1684648772.571200320","0.036668147"
"1684648772.571217112","0.036677885"
"1684648772.571224150","0.033399960"
"1684648772.574591661",
"1684648772.574593323",
"1684648772.574598996",
"1684648772.574599712",
"1684648772.574600157",
"1684648772.574604155",
"1684648772.574604603",
"1684648772.574605010",
"1684648772.574605493",
"1684648772.574677420",
"1684648772.574678065",
"1684648772.577831625",
"1684648772.577832874",
"1684648772.577833314",
"1684648772.591189143","0.046824329"
"1684648772.591202071","0.046832305"
"1684648772.591208042","0.046834718"
"1684648772.591225981","0.016626269"
"1684648772.594659244",
"1684648772.594660860",
"1684648772.594661399",
"1684648772.594661934",
"1684648772.594662468",
"1684648772.594662989",
"1684648772.594663532",
"1684648772.594664066",
"1684648772.594664576",
"1684648772.594665084",
"1684648772.594665557",
"1684648772.594666002",
"1684648772.594737221",
"1684648772.594737923",
"1684648772.594751505",
"1684648772.597879159",
"1684648772.597880641",
"1684648772.597881111",
"1684648772.597881633",
"1684648772.597886241",
"1684648772.597887001",
"1684648772.597887508",
"1684648772.597887964",
"1684648772.597888521",
"1684648772.597888973",
"1684648772.597969034",
"1684648772.597969667",
"1684648772.597974315",
"1684648772.597974996",
"1684648772.597975479",
"1684648772.597975998",
"1684648772.611224575","0.036619565"
"1684648772.614685857",
"1684648772.614687321",
"1684648772.614687900",
"1684648772.614688466",
"1684648772.614689028",
"1684648772.631145241","0.036485997"
"1684648772.631163612","0.036499546"
"1684648772.631168858","0.036431637"
"1684648772.631172599","0.033291958"
"1684648772.631176512","0.033287539"
"1684648772.634551722",
"1684648772.634553209",
"1684648772.634553737",
"1684648772.634554184",
"1684648772.634554625",
"1684648772.634555258",
"1684648772.634555719",
"1684648772.634556144",
"1684648772.634556546",
"1684648772.634557000",
"1684648772.634557645",
"1684648772.637802577",
"1684648772.637803716",
"1684648772.637804140",
"1684648772.637807516",
"1684648772.637807915",
"1684648772.637808279",
"1684648772.637808609",
"1684648772.637809241",
"1684648772.637886160",
"1684648772.637886921",
"1684648772.637892043",
"1684648772.637892464",
"1684648772.637892835",
"1684648772.637893150",
"1684648772.637893460",
"1684648772.637893789",
"1684648772.637894390",
"1684648772.637895119",
"1684648772.637895530",
"1684648772.637895865",
"1684648772.637896207",
"1684648772.651142455","0.036454555"
"1684648772.651153962","0.036465496"
"1684648772.651162741","0.036473713"
"1684648772.651171216","0.016617032"
"1684648772.654515660",
"1684648772.654517155",
"1684648772.654517565",
"1684648772.654517986",
"1684648772.654518374",
"1684648772.654518711",
"1684648772.654519106",
"1684648772.654519598",
"1684648772.654519919",
"1684648772.654652210",
"1684648772.654655381",
"1684648772.654655765",
"1684648772.654657970",
"1684648772.654658334",
"1684648772.657775888",
"1684648772.657777145",
"1684648772.671216625","0.036659625"
"1684648772.671227489","0.033424912"
"1684648772.671239004","0.033430725"
"1684648772.671248858","0.033361937"
"1684648772.671259286","0.033365826"
"1684648772.671268742","0.033374352"
"1684648772.674585048",
"1684648772.674586514",
"1684648772.674586937",
"1684648772.674587294",
"1684648772.674587687",
"1684648772.674588065",
"1684648772.674591205",
"1684648772.674591653",
"1684648772.674657215",
"1684648772.674658330",
"1684648772.674658851",
"1684648772.674659452",
"1684648772.674659823",
"1684648772.674676297",
"1684648772.677936559",
"1684648772.677937723",
"1684648772.677938146",
"1684648772.677938518",
"1684648772.677938916",
"1684648772.677939316",
"1684648772.677939704",
"1684648772.677940215",
"1684648772.677940593",
"1684648772.677940955",
"1684648772.677941301",
"1684648772.680289335",
"1684648772.684387658","0.004098323"
"1684648772.688335788","0.050440669"
"1684648772.688350480","0.033832494"
"1684648772.688356351","0.033837977"
"1684648772.691757621",
"1684648772.691764870",
"1684648772.691765419",
"1684648772.691765735",
"1684648772.691766139",
"1684648772.691766451",
"1684648772.691766758",
"1684648772.691767081",
"1684648772.691767363",
"1684648772.696124660","0.041468895"
"1684648772.696136402","0.021548715"
"1684648772.696143678","0.021552473"
"1684648772.699480909",
"1684648772.699482219",
"1684648772.699482616",
"1684648772.699483005",
"1684648772.699483358",
"1684648772.699483694",
"1684648772.699484055",
"1684648772.699484556",
"1684648772.699484905",
"1684648772.699485260",
"1684648772.699485574",
"1684648772.699485865",
"1684648772.699486179",
"1684648772.699551986",
"1684648772.699552766",
"1684648772.699553140",
"1684648772.699553503",
"1684648772.699553874",
"1684648772.702749226",
"1684648772.711174517","0.036515065"
"1684648772.711185725","0.033244770"
"1684648772.731290774","0.039524016"
"1684648772.731299656","0.039532293"
"1684648772.734800042",
"1684648772.734801937",
"1684648772.734802908",
"1684648772.734803479",
"1684648772.734804010",
"1684648772.734813158",
"1684648772.734813787",
"1684648772.734814235",
"1684648772.734814733",
"1684648772.734815136",
"1684648772.734815592",
"1684648772.734816111",
"1684648772.734816623",
"1684648772.734817036",
"1684648772.734817561",
"1684648772.734817966",
"1684648772.734818730",
"1684648772.738016583",
"1684648772.738018476",
"1684648772.738019030",
"1684648772.738019556",
"1684648772.738024714",
"1684648772.738025214",
"1684648772.738025768",
"1684648772.738026365",
"1684648772.738026789",
"1684648772.738027235",
"1684648772.751229132","0.051743267"
"1684648772.751241478","0.051687604"
"1684648772.751259114","0.016459072"
"1684648772.771347889","0.036534102"
"1684648772.771360535","0.036543912"
"1684648772.771366356","0.033347880"
"1684648772.771377912","0.033358356"
"1684648772.774695104",
"1684648772.774696713",
"1684648772.774697205",
"1684648772.774699499",
"1684648772.774700146",
"1684648772.774700577",
"1684648772.774701024",
"1684648772.774701476",
"1684648772.774701885",
"1684648772.774702286",
"1684648772.774702673",
"1684648772.774703111",
"1684648772.774703532",
"1684648772.774708916",
"1684648772.774709504",
"1684648772.774709908",
"1684648772.774710273",
"1684648772.774710724",
"1684648772.774711152",
"1684648772.774836356",
"1684648772.774837054",
"1684648772.777993358",
"1684648772.777995488",
"1684648772.777996035",
"1684648772.777996545",
"1684648772.777997050",
"1684648772.777997543",
"1684648772.777998068",
"1684648772.777998589",
"1684648772.777999075",
"1684648772.777999512",
"1684648772.777999951",
"1684648772.778000360",
"1684648772.778085286",
"1684648772.778085994",
"1684648772.778086603",
"1684648772.778087076",
"1684648772.778087708",
"1684648772.778088178",
"1684648772.778088605",
"1684648772.778089077",
"1684648772.778089579",
"1684648772.791289778","0.053262543"
"1684648772.811275112","0.036574966"
"1684648772.811294608","0.036591935"
"1684648772.811308692","0.036605160"
"1684648772.814625357",
"1684648772.814628075",
"1684648772.814628655",
"1684648772.814629120",
"1684648772.814629621",
"1684648772.814630089",
"1684648772.814635569",
"1684648772.814636084",
"1684648772.814636516",
"1684648772.814636933",
"1684648772.814637326",
"1684648772.814671520",
"1684648772.814672076",
"1684648772.814672589",
"1684648772.814673318",
"1684648772.814674050",
"1684648772.814695623",
"1684648772.817901813",
"1684648772.817903125",
"1684648772.831111240","0.056400967"
"1684648772.831132077","0.053136042"
"1684648772.831146014","0.053146502"
"1684648772.831160261","0.053072083"
"1684648772.851242593","0.073153014"
"1684648772.851276325","0.036647670"
"1684648772.851299607","0.036662674"
"1684648772.851305251","0.036631933"
"1684648772.854745529",
"1684648772.854747913",
"1684648772.854748441",
"1684648772.854748986",
"1684648772.854749580",
"1684648772.854750121",
"1684648772.854750648",
"1684648772.854751561",
"1684648772.854752035",
"1684648772.854752527",
"1684648772.854752960",
"1684648772.854753390",
"1684648772.854753909",
"1684648772.854754338",
"1684648772.854754764",
"1684648772.854755204",
"1684648772.854755582",
"1684648772.854755954",
"1684648772.854756320",
"1684648772.854756752",
"1684648772.854757180",
"1684648772.857913349",
"1684648772.857914770",
"1684648772.857915214",
"1684648772.857915723",
"1684648772.857916243",
"1684648772.857916782",
"1684648772.857922170",
"1684648772.857922696",
"1684648772.857923209",
"1684648772.857953226",
"1684648772.857953948",
"1684648772.857954466",
"1684648772.857954957",
"1684648772.857963655",
"1684648772.857964355",
"1684648772.857964787",
"1684648772.857965208",
"1684648772.857965822",
"1684648772.857971369",
"1684648772.857972160",
"1684648772.858059412",
"1684648772.858060037",
"1684648772.858060517",
"1684648772.858060986",
"1684648772.871204061","0.053302248"
"1684648772.871219523","0.016473994"
"1684648772.873279682",
"1684648772.873297793",
"1684648772.876548205",
"1684648772.876550749",
"1684648772.876551366",
"1684648772.876551893",
"1684648772.887192920",
"1684648772.887195871",
"1684648772.887197748",
"1684648772.891246039","0.036495391"
"1684648772.891260519","0.036508484"
"1684648772.893715827",
"1684648772.893717111",
"1684648772.893717596",
"1684648772.893718106",
"1684648772.893718631",
"1684648772.893719161",
"1684648772.893719665",
"1684648772.896962781",
"1684648772.896963934",
"1684648772.911164270","0.056409506"
"1684648772.911176228","0.056419048"
"1684648772.911189583","0.053235635"
"1684648772.911203463","0.053232094"
"1684648772.911208232","0.053148820"
"1684648772.911219395","0.034668029"
"1684648772.911230246","0.024032498"
"1684648772.914446839",
"1684648772.914448370",
"1684648772.914448810",
"1684648772.914449384",
"1684648772.914449894",
"1684648772.914450393",
"1684648772.917755299",
"1684648772.917756932",
"1684648772.917777219",
"1684648772.917777935",
"1684648772.917778518",
"1684648772.917779424",
"1684648772.917779888",
"1684648772.917780425",
"1684648772.917780885",
"1684648772.917781742",
"1684648772.917782143",
"1684648772.917782606",
"1684648772.917783192",
"1684648772.917783673",
"1684648772.917784173",
"1684648772.917784648",
"1684648772.917785137",
"1684648772.917785623",
"1684648772.917786079",
"1684648772.917786554",
"1684648772.917787287",
"1684648772.917787715",
"1684648772.917788163",
"1684648772.917788537",
"1684648772.917789250",
"1684648772.917789725",
"1684648772.917790219",
"1684648772.917790722",
"1684648772.917791205",
"1684648772.917791656",
"1684648772.917792115",
"1684648772.917792559",
"1684648772.917793025",
"1684648772.917793483",
"1684648772.917793988",
"1684648772.931154378","0.037438551"
"1684648772.931165672","0.037446511"
"1684648772.931177968","0.016731129"
"1684648772.931190799",
"1684648772.934511461",
"1684648772.934513326",
"1684648772.934513895",
"1684648772.934516997","0.003326198"
"1684648772.934522916",
"1684648772.934523621",
"1684648772.934524105",
"1684648772.934524475",
"1684648772.934524840",
"1684648772.934548230",
"1684648772.934550962",
"1684648772.934551598",
"1684648772.934552033",
"1684648772.951158167","0.033402868"
"1684648772.951171541","0.033393023"
"1684648772.951175903","0.033394161"
"1684648772.951187957","0.033404284"
"1684648772.951198403","0.033412324"
"1684648772.951212005","0.033423842"
"1684648772.954526580",
"1684648772.954528207",
"1684648772.954532826",
"1684648772.954533327",
"1684648772.954540282",
"1684648772.954540781",
"1684648772.954541238",
"1684648772.954541692",
"1684648772.954542142",
"1684648772.954542536",
"1684648772.954542985",
"1684648772.954558641",
"1684648772.957786104",
"1684648772.957787718",
"1684648772.957788193",
"1684648772.957788751",
"1684648772.957789277",
"1684648772.957790063",
"1684648772.957790581",
"1684648772.957791142",
"1684648772.957791658",
"1684648772.957792121",
"1684648772.957792566",
"1684648772.957793033",
"1684648772.957793487",
"1684648772.957793950",
"1684648772.957794441",
"1684648772.957794866",
"1684648772.957795284",
"1684648772.971256768","0.053464653"
"1684648772.971268514","0.053475489"
"1684648772.971290177","0.036767261"
"1684648772.971300607","0.036752377"
"1684648772.971314644","0.016786437"
"1684648772.974553905",
"1684648772.974555392",
"1684648772.974555807",
"1684648772.974556357",
